record_id,country_code,country_name,region,income_level,date,year,month,week,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index
10856,ita,italy,europe,high,2017-09-03,2017,9,35,41.87,12.56,60,-11.47,1.11,68.0,0,0,0,0,98.7,151.0,85.3,40.6,0.0,16.0,0.0,90.3,43582.0,80.3,100.0
10857,ita,italy,europe,high,2017-09-10,2017,9,36,41.87,12.56,60,-7.14,-0.01,5.8,0,0,0,0,80.8,116.0,70.6,26.9,7.5,17.5,0.0,85.1,43582.0,71.0,100.0
10858,ita,italy,europe,high,2017-09-17,2017,9,37,41.87,12.56,60,-9.39,-0.44,14.5,0,0,0,0,63.7,112.0,42.3,33.0,10.5,19.1,0.0,83.1,43582.0,71.0,100.0
10859,ita,italy,europe,high,2017-09-24,2017,9,38,41.87,12.56,60,-12.22,-0.48,0.0,0,0,0,0,45.6,79.0,56.7,26.9,4.2,24.5,0.0,88.2,43582.0,85.7,100.0
10860,ita,italy,europe,high,2017-10-01,2017,10,39,41.87,12.56,60,-6.05,0.5,40.5,0,0,0,0,18.8,41.0,68.0,36.3,4.8,16.4,0.0,85.0,43651.0,64.0,100.0
10861,ita,italy,europe,high,2017-10-08,2017,10,40,41.87,12.56,60,-6.58,-0.1,12.8,0,0,0,0,14.2,26.0,41.8,26.6,7.3,22.3,0.0,85.8,43651.0,74.9,100.0
10862,ita,italy,europe,high,2017-10-15,2017,10,41,41.87,12.56,60,-7.44,0.96,75.7,0,0,0,0,46.4,91.0,73.3,26.8,1.9,11.3,0.0,88.8,43651.0,64.2,99.6
10863,ita,italy,europe,high,2017-10-22,2017,10,42,41.87,12.56,60,-8.4,-0.15,55.0,0,0,0,0,62.5,92.0,70.8,17.4,6.5,19.1,0.0,81.9,43651.0,72.2,100.0
10864,ita,italy,europe,high,2017-10-29,2017,10,43,41.87,12.56,60,-9.58,0.21,54.4,0,0,0,0,35.4,39.0,57.3,23.3,2.1,20.4,0.0,88.9,43651.0,75.1,100.0
10865,ita,italy,europe,high,2017-11-05,2017,11,44,41.87,12.56,60,-7.04,0.02,15.9,0,0,0,0,87.4,100.0,78.8,32.7,7.2,17.7,0.0,85.4,43719.0,67.2,99.0
10866,ita,italy,europe,high,2017-11-12,2017,11,45,41.87,12.56,60,-5.49,0.44,38.9,0,0,0,0,51.5,84.0,59.9,31.6,3.3,14.4,0.0,85.0,43719.0,73.0,100.0
10867,ita,italy,europe,high,2017-11-19,2017,11,46,41.87,12.56,60,-6.14,0.19,42.7,0,0,0,0,46.0,60.0,57.9,33.9,7.0,17.8,0.0,99.4,43719.0,78.6,100.0
10868,ita,italy,europe,high,2017-11-26,2017,11,47,41.87,12.56,60,-2.82,-0.1,67.1,0,0,0,0,79.3,112.0,81.0,32.1,4.9,17.3,0.0,84.3,43719.0,66.1,98.1
10869,ita,italy,europe,high,2017-12-03,2017,12,48,41.87,12.56,60,-4.83,0.93,70.8,0,0,0,0,30.8,44.0,67.5,41.1,5.5,15.3,0.0,88.1,43788.0,66.5,100.0
10870,ita,italy,europe,high,2017-12-10,2017,12,49,41.87,12.56,60,-3.02,-0.55,107.5,0,0,0,0,8.7,14.0,56.7,34.2,5.1,20.1,0.0,84.4,43788.0,71.4,100.0
10871,ita,italy,europe,high,2017-12-17,2017,12,50,41.87,12.56,60,-0.32,0.52,106.5,0,0,0,0,26.8,44.0,61.4,37.9,5.1,22.7,2.9,87.8,43788.0,76.0,100.0
10872,ita,italy,europe,high,2017-12-24,2017,12,51,41.87,12.56,60,-2.77,-0.48,40.5,0,0,0,0,46.2,57.0,64.2,22.4,6.0,24.7,0.0,89.8,43788.0,65.6,99.9
10873,ita,italy,europe,high,2017-12-31,2017,12,52,41.87,12.56,60,4.16,0.43,99.4,0,0,0,0,82.4,112.0,67.3,35.4,3.9,17.7,8.7,89.7,43788.0,70.9,100.0
10874,ita,italy,europe,high,2018-01-07,2018,1,1,41.87,12.56,60,2.08,-0.44,91.5,0,0,0,0,35.1,45.0,71.6,20.0,2.1,13.8,3.0,86.6,43857.0,69.2,93.1
10875,ita,italy,europe,high,2018-01-14,2018,1,2,41.87,12.56,60,2.59,-0.16,47.6,0,0,0,0,82.6,98.0,70.0,31.5,5.3,19.9,6.7,82.9,43857.0,63.6,94.4
10876,ita,italy,europe,high,2018-01-21,2018,1,3,41.87,12.56,60,4.85,0.13,94.7,0,0,0,0,53.6,96.0,67.6,27.8,4.8,11.4,9.5,90.3,43857.0,72.3,100.0
10877,ita,italy,europe,high,2018-01-28,2018,1,4,41.87,12.56,60,6.81,-0.46,103.4,1,0,0,1,29.0,36.0,60.1,29.1,8.4,23.1,13.5,89.2,43857.0,67.1,100.0
10878,ita,italy,europe,high,2018-02-04,2018,2,5,41.87,12.56,60,2.92,-0.56,106.6,0,0,0,0,14.4,23.0,58.2,30.4,6.2,16.6,4.6,82.5,43926.0,76.4,100.0
10879,ita,italy,europe,high,2018-02-11,2018,2,6,41.87,12.56,60,5.72,0.01,93.2,1,0,0,1,50.4,87.0,78.5,31.8,4.8,16.6,19.2,90.1,43926.0,74.5,100.0
10880,ita,italy,europe,high,2018-02-18,2018,2,7,41.87,12.56,60,6.67,0.62,141.3,0,0,0,0,30.1,47.0,70.4,31.5,0.8,11.0,9.9,90.8,43926.0,76.5,100.0
10881,ita,italy,europe,high,2018-02-25,2018,2,8,41.87,12.56,60,5.55,0.13,102.1,0,0,0,0,3.5,17.0,46.0,30.0,1.5,15.2,10.0,88.9,43926.0,66.8,100.0
10882,ita,italy,europe,high,2018-03-04,2018,3,9,41.87,12.56,60,5.33,-0.32,77.2,0,0,0,0,86.8,130.0,54.4,38.6,7.9,14.8,14.6,85.8,43995.0,64.7,96.8
10883,ita,italy,europe,high,2018-03-11,2018,3,10,41.87,12.56,60,8.82,0.68,114.3,0,0,0,0,47.6,85.0,92.0,29.6,4.2,8.3,26.0,95.3,43995.0,64.2,95.0
10884,ita,italy,europe,high,2018-03-18,2018,3,11,41.87,12.56,60,7.04,-0.81,55.9,0,0,0,0,79.9,126.0,61.8,23.1,8.2,20.4,17.3,89.7,43995.0,68.2,90.6
10885,ita,italy,europe,high,2018-03-25,2018,3,12,41.87,12.56,60,8.17,0.5,149.6,0,0,0,0,0.0,-13.0,59.7,46.9,0.4,16.4,20.3,84.6,43995.0,75.0,100.0
10886,ita,italy,europe,high,2018-04-01,2018,4,13,41.87,12.56,60,6.63,0.08,78.9,0,0,0,0,27.3,46.0,69.7,27.6,3.7,18.3,11.9,93.3,44064.0,73.4,100.0
10887,ita,italy,europe,high,2018-04-08,2018,4,14,41.87,12.56,60,6.59,-0.33,146.3,0,0,0,0,26.0,45.0,43.9,22.2,0.9,19.4,4.1,89.6,44064.0,60.1,100.0
10888,ita,italy,europe,high,2018-04-15,2018,4,15,41.87,12.56,60,8.42,-0.8,139.4,0,0,0,0,56.9,85.0,71.9,30.0,4.7,13.2,19.7,90.4,44064.0,73.3,97.9
10889,ita,italy,europe,high,2018-04-22,2018,4,16,41.87,12.56,60,9.26,-0.01,120.7,0,0,0,0,35.7,69.0,69.4,28.4,3.6,20.8,21.3,88.7,44064.0,56.2,99.5
10890,ita,italy,europe,high,2018-04-29,2018,4,17,41.87,12.56,60,8.24,-0.49,129.1,0,0,0,0,18.6,21.0,37.3,32.7,3.5,13.7,14.4,88.7,44064.0,72.5,94.4
10891,ita,italy,europe,high,2018-05-06,2018,5,18,41.87,12.56,60,6.68,0.4,157.8,0,0,0,0,59.6,105.0,69.9,36.5,4.7,8.2,11.7,88.7,44133.0,74.4,100.0
10892,ita,italy,europe,high,2018-05-13,2018,5,19,41.87,12.56,60,4.22,0.3,136.5,0,0,0,0,51.1,80.0,55.6,36.6,1.7,16.0,13.0,86.1,44133.0,76.6,98.3
10893,ita,italy,europe,high,2018-05-20,2018,5,20,41.87,12.56,60,4.53,0.07,85.1,0,0,0,0,28.7,27.0,45.6,29.1,4.0,16.6,6.2,85.6,44133.0,62.9,97.7
10894,ita,italy,europe,high,2018-05-27,2018,5,21,41.87,12.56,60,1.58,0.3,78.8,0,0,0,0,39.6,48.0,55.8,29.4,3.2,16.1,4.4,81.8,44133.0,74.4,96.2
10895,ita,italy,europe,high,2018-06-03,2018,6,22,41.87,12.56,60,5.51,0.09,106.4,0,0,0,0,22.4,19.0,62.6,27.6,4.6,13.2,17.7,91.7,44201.0,73.8,100.0
10896,ita,italy,europe,high,2018-06-10,2018,6,23,41.87,12.56,60,4.16,0.28,69.0,0,0,0,0,20.5,17.0,67.5,23.1,5.7,16.5,5.9,88.2,44201.0,74.7,100.0
10897,ita,italy,europe,high,2018-06-17,2018,6,24,41.87,12.56,60,2.74,-0.58,81.6,0,0,0,0,86.4,160.0,83.6,28.2,8.1,9.2,10.6,83.9,44201.0,66.2,93.0
10898,ita,italy,europe,high,2018-06-24,2018,6,25,41.87,12.56,60,4.11,0.93,61.8,0,0,0,0,39.4,15.0,63.4,38.6,0.1,19.9,0.0,85.1,44201.0,65.1,100.0
10899,ita,italy,europe,high,2018-07-01,2018,7,26,41.87,12.56,60,2.6,0.05,72.2,0,0,0,0,57.2,97.0,73.4,27.8,9.0,17.8,9.2,87.8,44270.0,64.3,97.8
10900,ita,italy,europe,high,2018-07-08,2018,7,27,41.87,12.56,60,-2.0,0.57,93.8,0,0,0,0,26.8,15.0,50.8,24.7,0.3,6.9,0.0,89.1,44270.0,73.3,100.0
10901,ita,italy,europe,high,2018-07-15,2018,7,28,41.87,12.56,60,-2.34,-0.52,93.2,0,0,0,0,47.9,76.0,67.9,28.0,5.4,11.8,0.0,87.1,44270.0,70.2,100.0
10902,ita,italy,europe,high,2018-07-22,2018,7,29,41.87,12.56,60,0.25,0.41,61.0,0,0,0,0,60.7,84.0,68.4,28.8,1.7,19.6,0.0,86.6,44270.0,71.7,98.8
10903,ita,italy,europe,high,2018-07-29,2018,7,30,41.87,12.56,60,-2.95,0.21,8.5,0,0,0,0,65.8,87.0,82.7,29.1,3.9,31.1,0.0,93.6,44270.0,64.8,92.2
10904,ita,italy,europe,high,2018-08-05,2018,8,31,41.87,12.56,60,-2.19,0.01,35.7,0,0,0,0,67.7,98.0,77.9,23.3,4.9,12.8,0.0,84.3,44339.0,64.5,100.0
10905,ita,italy,europe,high,2018-08-12,2018,8,32,41.87,12.56,60,-2.06,0.1,25.2,0,0,0,0,43.0,77.0,62.9,30.1,6.8,12.2,0.0,85.9,44339.0,76.2,90.8
10906,ita,italy,europe,high,2018-08-19,2018,8,33,41.87,12.56,60,-6.11,0.25,48.3,0,0,0,0,57.3,61.0,78.4,34.2,4.4,11.3,0.0,89.6,44339.0,68.7,100.0
10907,ita,italy,europe,high,2018-08-26,2018,8,34,41.87,12.56,60,-7.49,0.1,74.9,0,0,0,0,65.7,117.0,59.7,21.7,10.4,10.3,0.0,81.2,44339.0,72.5,95.0
10908,ita,italy,europe,high,2018-09-02,2018,9,35,41.87,12.56,60,-6.73,0.23,0.9,0,0,0,0,106.5,156.0,79.2,36.6,3.3,13.5,0.0,88.9,44408.0,66.0,100.0
10909,ita,italy,europe,high,2018-09-09,2018,9,36,41.87,12.56,60,-4.48,-0.71,105.3,0,0,0,0,24.7,69.0,53.2,25.3,8.1,9.1,0.0,89.2,44408.0,62.5,100.0
10910,ita,italy,europe,high,2018-09-16,2018,9,37,41.87,12.56,60,-5.35,0.13,3.8,0,1,0,1,90.0,129.0,78.3,34.3,3.5,22.4,0.0,91.5,44408.0,71.2,88.9
10911,ita,italy,europe,high,2018-09-23,2018,9,38,41.87,12.56,60,-8.3,0.11,63.0,0,0,0,0,31.0,27.0,65.0,22.2,4.6,16.1,0.0,85.2,44408.0,79.2,100.0
10912,ita,italy,europe,high,2018-09-30,2018,9,39,41.87,12.56,60,-7.79,0.27,44.6,0,0,0,0,16.6,23.0,48.3,32.5,3.6,10.8,0.0,86.2,44408.0,75.5,100.0
10913,ita,italy,europe,high,2018-10-07,2018,10,40,41.87,12.56,60,-8.97,0.41,46.8,0,0,0,0,40.4,57.0,55.2,32.4,13.0,13.2,0.0,84.2,44477.0,61.6,100.0
10914,ita,italy,europe,high,2018-10-14,2018,10,41,41.87,12.56,60,-10.57,-0.78,64.7,0,0,0,0,33.0,27.0,58.0,22.7,4.3,21.1,0.0,87.8,44477.0,68.7,100.0
10915,ita,italy,europe,high,2018-10-21,2018,10,42,41.87,12.56,60,-8.0,0.08,31.7,0,0,0,0,57.3,70.0,62.5,31.8,7.2,24.4,0.0,91.8,44477.0,78.1,100.0
10916,ita,italy,europe,high,2018-10-28,2018,10,43,41.87,12.56,60,-5.59,0.93,48.2,0,0,0,0,85.3,134.0,76.8,36.9,9.8,15.6,0.0,85.3,44477.0,69.5,96.5
10917,ita,italy,europe,high,2018-11-04,2018,11,44,41.87,12.56,60,-6.1,0.38,32.1,0,0,0,0,23.9,39.0,59.1,38.7,2.9,17.0,0.0,85.5,44546.0,78.3,100.0
10918,ita,italy,europe,high,2018-11-11,2018,11,45,41.87,12.56,60,-10.01,-0.62,3.7,0,0,0,0,75.9,118.0,86.0,25.8,6.5,16.6,0.0,90.4,44546.0,75.5,96.5
10919,ita,italy,europe,high,2018-11-18,2018,11,46,41.87,12.56,60,-5.5,0.36,46.1,0,0,0,0,62.1,109.0,68.9,36.0,4.8,28.6,0.0,89.0,44546.0,68.8,100.0
10920,ita,italy,europe,high,2018-11-25,2018,11,47,41.87,12.56,60,-5.6,0.11,61.3,0,0,0,0,84.9,113.0,80.6,35.8,3.9,25.1,0.0,93.5,44546.0,76.2,100.0
10921,ita,italy,europe,high,2018-12-02,2018,12,48,41.87,12.56,60,-4.18,0.09,50.4,0,0,0,0,66.0,109.0,68.3,36.5,4.9,20.7,0.0,88.3,44614.0,69.7,96.2
10922,ita,italy,europe,high,2018-12-09,2018,12,49,41.87,12.56,60,-1.1,1.18,29.9,0,0,0,0,71.9,97.0,64.0,34.7,7.1,14.8,0.0,84.6,44614.0,69.3,100.0
10923,ita,italy,europe,high,2018-12-16,2018,12,50,41.87,12.56,60,-3.33,-0.25,89.2,0,0,0,0,76.2,109.0,66.2,28.0,7.8,19.8,0.0,89.9,44614.0,71.0,96.7
10924,ita,italy,europe,high,2018-12-23,2018,12,51,41.87,12.56,60,-3.29,-0.03,60.5,0,0,0,0,60.8,126.0,68.0,30.8,5.8,17.4,0.0,90.8,44614.0,71.5,99.2
10925,ita,italy,europe,high,2018-12-30,2018,12,52,41.87,12.56,60,3.18,-0.18,48.7,0,0,0,0,51.2,58.0,48.4,21.8,2.6,8.2,9.0,83.2,44614.0,76.1,100.0
10926,ita,italy,europe,high,2019-01-06,2019,1,1,41.87,12.56,60,3.2,0.72,70.2,0,0,0,0,13.5,15.0,66.0,32.4,2.9,20.7,2.9,87.5,44683.0,68.3,97.3
10927,ita,italy,europe,high,2019-01-13,2019,1,2,41.87,12.56,60,1.78,-0.24,95.2,0,0,0,0,38.1,92.0,65.6,28.0,5.0,17.8,5.0,92.1,44683.0,69.3,96.0
10928,ita,italy,europe,high,2019-01-20,2019,1,3,41.87,12.56,60,5.39,0.98,108.0,1,0,0,1,51.4,83.0,50.7,28.2,8.8,15.2,15.2,88.7,44683.0,68.0,100.0
10929,ita,italy,europe,high,2019-01-27,2019,1,4,41.87,12.56,60,2.4,0.64,64.3,0,0,0,0,115.2,180.0,78.9,30.7,6.5,17.4,13.9,90.2,44683.0,72.4,97.9
10930,ita,italy,europe,high,2019-02-03,2019,2,5,41.87,12.56,60,3.03,0.46,45.6,0,0,0,0,0.3,-16.0,56.7,29.0,3.2,19.6,0.0,92.7,44752.0,70.9,98.1
10931,ita,italy,europe,high,2019-02-10,2019,2,6,41.87,12.56,60,4.98,-0.36,33.8,1,0,0,1,43.2,53.0,49.2,23.5,9.8,17.3,26.3,89.4,44752.0,69.5,99.6
10932,ita,italy,europe,high,2019-02-17,2019,2,7,41.87,12.56,60,3.84,0.06,99.1,0,0,0,0,95.2,131.0,78.4,27.2,5.4,6.6,10.2,89.0,44752.0,85.0,100.0
10933,ita,italy,europe,high,2019-02-24,2019,2,8,41.87,12.56,60,5.68,0.39,152.4,0,0,0,0,52.7,53.0,57.9,26.3,6.6,16.0,26.0,90.0,44752.0,66.6,99.2
10934,ita,italy,europe,high,2019-03-03,2019,3,9,41.87,12.56,60,10.01,0.28,133.9,2,0,0,2,51.2,80.0,60.1,35.7,4.4,22.2,30.1,89.6,44821.0,63.5,100.0
10935,ita,italy,europe,high,2019-03-10,2019,3,10,41.87,12.56,60,8.88,-0.52,156.2,0,0,0,0,43.6,78.0,66.7,38.1,11.1,25.1,27.3,89.4,44821.0,66.8,99.8
10936,ita,italy,europe,high,2019-03-17,2019,3,11,41.87,12.56,60,12.47,-0.72,93.7,0,0,0,0,86.7,139.0,94.9,29.4,8.4,21.0,22.0,90.8,44821.0,63.4,100.0
10937,ita,italy,europe,high,2019-03-24,2019,3,12,41.87,12.56,60,9.49,0.11,67.8,0,0,0,0,124.0,203.0,85.4,28.0,2.3,16.2,19.1,87.6,44821.0,71.2,100.0
10938,ita,italy,europe,high,2019-03-31,2019,3,13,41.87,12.56,60,6.62,0.81,98.3,1,0,0,1,19.5,8.0,49.3,24.0,3.9,10.1,16.2,84.1,44821.0,67.7,100.0
10939,ita,italy,europe,high,2019-04-07,2019,4,14,41.87,12.56,60,3.64,0.17,149.4,0,0,0,0,45.5,80.0,74.9,30.0,5.4,15.1,3.4,89.5,44890.0,68.6,99.9
10940,ita,italy,europe,high,2019-04-14,2019,4,15,41.87,12.56,60,4.47,-0.6,149.0,0,0,0,0,31.6,49.0,44.1,27.2,3.8,18.0,8.0,91.8,44890.0,63.8,100.0
10941,ita,italy,europe,high,2019-04-21,2019,4,16,41.87,12.56,60,5.9,-0.35,152.9,0,0,0,0,0.0,14.0,44.7,23.4,2.4,24.9,13.8,88.4,44890.0,78.2,100.0
10942,ita,italy,europe,high,2019-04-28,2019,4,17,41.87,12.56,60,4.15,0.04,118.5,0,0,0,0,75.4,122.0,62.9,26.9,1.3,17.1,10.9,84.8,44890.0,75.1,100.0
10943,ita,italy,europe,high,2019-05-05,2019,5,18,41.87,12.56,60,5.17,0.38,147.6,0,0,0,0,23.9,49.0,65.9,30.6,3.8,18.5,11.0,94.6,44959.0,80.9,100.0
10944,ita,italy,europe,high,2019-05-12,2019,5,19,41.87,12.56,60,4.54,0.34,142.0,0,0,0,0,0.0,-3.0,40.0,32.8,6.5,14.4,6.7,92.3,44959.0,68.4,100.0
10945,ita,italy,europe,high,2019-05-19,2019,5,20,41.87,12.56,60,9.24,-0.02,74.1,0,0,0,0,58.7,91.0,65.8,24.9,3.7,14.3,16.2,95.7,44959.0,74.1,100.0
10946,ita,italy,europe,high,2019-05-26,2019,5,21,41.87,12.56,60,1.75,0.45,138.5,0,0,0,0,1.6,-29.0,41.5,27.0,3.8,23.6,0.0,91.3,44959.0,68.1,100.0
10947,ita,italy,europe,high,2019-06-02,2019,6,22,41.87,12.56,60,4.28,0.27,112.8,0,0,0,0,21.7,34.0,60.1,29.5,2.2,19.3,6.5,89.8,45028.0,74.8,94.1
10948,ita,italy,europe,high,2019-06-09,2019,6,23,41.87,12.56,60,3.53,0.36,58.8,0,0,0,0,30.2,62.0,69.2,42.9,5.3,18.2,10.0,89.6,45028.0,71.0,100.0
10949,ita,italy,europe,high,2019-06-16,2019,6,24,41.87,12.56,60,1.01,0.67,49.2,0,0,0,0,46.3,47.0,66.7,36.2,6.9,12.2,5.3,84.2,45028.0,67.8,98.4
10950,ita,italy,europe,high,2019-06-23,2019,6,25,41.87,12.56,60,-1.55,0.31,74.3,0,0,0,0,35.8,51.0,61.7,26.2,5.2,15.0,5.6,80.8,45028.0,72.9,100.0
10951,ita,italy,europe,high,2019-06-30,2019,6,26,41.87,12.56,60,-4.15,-0.65,145.9,0,0,0,0,54.5,80.0,76.1,29.3,9.3,15.8,0.0,88.6,45028.0,69.4,100.0
10952,ita,italy,europe,high,2019-07-07,2019,7,27,41.87,12.56,60,-1.4,0.42,89.4,0,0,0,0,52.1,79.0,51.8,33.8,0.0,12.0,4.1,92.3,45096.0,64.6,100.0
10953,ita,italy,europe,high,2019-07-14,2019,7,28,41.87,12.56,60,-1.09,0.25,38.7,0,0,0,0,86.9,129.0,80.0,32.9,2.7,22.2,4.5,87.4,45096.0,76.8,91.4
10954,ita,italy,europe,high,2019-07-21,2019,7,29,41.87,12.56,60,-4.42,0.63,100.7,0,0,0,0,70.5,99.0,84.1,36.0,4.6,24.4,0.0,85.8,45096.0,59.6,93.9
10955,ita,italy,europe,high,2019-07-28,2019,7,30,41.87,12.56,60,-3.11,0.89,104.5,0,0,0,0,33.7,51.0,46.9,39.6,6.1,16.6,0.0,88.9,45096.0,73.1,100.0
10956,ita,italy,europe,high,2019-08-04,2019,8,31,41.87,12.56,60,0.3,0.47,58.2,0,0,0,0,84.6,102.0,86.8,34.2,5.6,17.3,1.4,83.3,45165.0,68.1,100.0
10957,ita,italy,europe,high,2019-08-11,2019,8,32,41.87,12.56,60,-5.58,0.03,59.2,0,0,0,0,36.8,74.0,61.5,32.3,3.4,17.2,0.0,85.3,45165.0,75.9,100.0
10958,ita,italy,europe,high,2019-08-18,2019,8,33,41.87,12.56,60,-5.85,0.34,16.5,0,0,0,0,61.8,80.0,82.3,31.0,8.1,13.2,0.0,84.4,45165.0,68.3,100.0
10959,ita,italy,europe,high,2019-08-25,2019,8,34,41.87,12.56,60,-7.43,0.13,96.5,0,0,0,0,22.4,42.0,49.3,25.8,6.4,17.5,0.0,83.1,45165.0,68.7,98.0
10960,ita,italy,europe,high,2019-09-01,2019,9,35,41.87,12.56,60,-6.33,0.94,73.8,0,0,0,0,31.9,34.0,56.7,34.1,4.8,20.1,0.0,86.4,45234.0,71.4,100.0
10961,ita,italy,europe,high,2019-09-08,2019,9,36,41.87,12.56,60,-6.14,0.76,82.3,0,0,0,0,48.0,54.0,61.5,34.0,6.6,18.8,0.0,88.2,45234.0,72.2,96.4
10962,ita,italy,europe,high,2019-09-15,2019,9,37,41.87,12.56,60,-9.6,-0.7,8.9,0,0,0,0,70.7,87.0,84.5,30.8,0.0,19.5,0.0,88.1,45234.0,71.8,100.0
10963,ita,italy,europe,high,2019-09-22,2019,9,38,41.87,12.56,60,-6.11,1.49,53.7,0,0,0,0,95.9,160.0,87.5,38.6,3.9,19.8,0.0,86.8,45234.0,64.0,98.0
10964,ita,italy,europe,high,2019-09-29,2019,9,39,41.87,12.56,60,-6.76,0.91,15.6,0,0,0,0,35.8,28.0,62.0,30.7,10.4,17.4,0.0,85.8,45234.0,68.1,98.7
10965,ita,italy,europe,high,2019-10-06,2019,10,40,41.87,12.56,60,-6.84,-0.2,17.1,0,0,0,0,30.3,45.0,54.1,28.0,6.5,21.5,0.0,87.1,45303.0,65.5,93.8
10966,ita,italy,europe,high,2019-10-13,2019,10,41,41.87,12.56,60,-5.67,-0.01,31.9,0,0,0,0,17.8,27.0,34.2,31.9,12.4,12.2,0.0,78.7,45303.0,68.0,100.0
10967,ita,italy,europe,high,2019-10-20,2019,10,42,41.87,12.56,60,-7.06,-0.22,78.1,0,0,0,0,6.6,11.0,70.3,24.8,7.8,16.8,0.0,89.9,45303.0,62.0,100.0
10968,ita,italy,europe,high,2019-10-27,2019,10,43,41.87,12.56,60,-4.11,0.6,38.6,0,0,0,0,34.4,52.0,54.6,19.3,4.6,17.6,0.0,88.0,45303.0,59.7,100.0
10969,ita,italy,europe,high,2019-11-03,2019,11,44,41.87,12.56,60,-8.48,1.08,45.2,0,0,0,0,29.5,62.0,48.9,40.1,7.1,11.8,0.0,85.5,45372.0,68.5,98.8
10970,ita,italy,europe,high,2019-11-10,2019,11,45,41.87,12.56,60,-8.69,0.29,56.3,0,0,0,0,23.8,31.0,40.5,36.4,3.0,13.9,0.0,88.4,45372.0,65.2,100.0
10971,ita,italy,europe,high,2019-11-17,2019,11,46,41.87,12.56,60,-5.89,-0.88,134.7,0,0,0,0,0.0,-19.0,54.0,24.1,11.0,20.3,0.0,88.8,45372.0,79.1,100.0
10972,ita,italy,europe,high,2019-11-24,2019,11,47,41.87,12.56,60,-4.02,0.95,65.5,0,0,0,0,32.5,47.0,50.3,39.5,0.0,23.9,0.0,84.7,45372.0,68.0,96.8
10973,ita,italy,europe,high,2019-12-01,2019,12,48,41.87,12.56,60,-3.17,0.47,75.9,0,0,0,0,0.0,10.0,40.2,39.0,9.2,13.4,0.0,89.5,45441.0,69.3,99.8
10974,ita,italy,europe,high,2019-12-08,2019,12,49,41.87,12.56,60,-2.5,0.43,52.6,0,0,0,0,84.0,135.0,65.9,36.6,6.9,12.1,0.0,84.2,45441.0,67.5,100.0
10975,ita,italy,europe,high,2019-12-15,2019,12,50,41.87,12.56,60,-1.22,0.65,29.9,0,0,0,0,36.8,49.0,46.9,24.4,9.3,10.1,10.5,89.4,45441.0,69.7,100.0
10976,ita,italy,europe,high,2019-12-22,2019,12,51,41.87,12.56,60,-4.12,-0.55,51.9,0,0,0,0,30.6,16.0,62.9,27.6,6.5,18.8,0.0,86.0,45441.0,71.3,99.4
10977,ita,italy,europe,high,2019-12-29,2019,12,52,41.87,12.56,60,3.44,0.16,41.5,0,0,0,0,22.3,0.0,47.0,25.9,3.0,19.1,0.0,86.8,45441.0,72.0,100.0
10978,ita,italy,europe,high,2020-01-05,2020,1,1,41.87,12.56,60,1.25,0.03,89.8,0,0,0,0,32.7,60.0,50.7,33.0,10.0,16.0,0.0,95.5,45510.0,77.9,89.5
10979,ita,italy,europe,high,2020-01-12,2020,1,2,41.87,12.56,60,2.95,1.17,125.9,0,0,0,0,18.0,22.0,56.7,39.2,3.5,18.2,7.2,80.6,45510.0,77.3,97.4
10980,ita,italy,europe,high,2020-01-19,2020,1,3,41.87,12.56,60,-0.13,0.19,116.5,0,0,0,0,40.5,43.0,56.7,31.7,0.0,18.3,0.0,88.1,45510.0,73.0,99.6
10981,ita,italy,europe,high,2020-01-26,2020,1,4,41.87,12.56,60,5.5,0.13,98.4,3,0,0,3,37.3,65.0,72.5,29.8,7.1,11.0,34.5,87.8,45510.0,69.5,100.0
10982,ita,italy,europe,high,2020-02-02,2020,2,5,41.87,12.56,60,4.93,-0.33,69.6,1,0,0,1,47.0,62.0,78.8,25.1,12.1,14.2,15.2,85.4,45578.0,69.1,100.0
10983,ita,italy,europe,high,2020-02-09,2020,2,6,41.87,12.56,60,4.76,0.22,129.2,0,0,0,0,9.1,-25.0,36.5,28.7,2.3,16.9,4.4,87.6,45578.0,69.6,100.0
10984,ita,italy,europe,high,2020-02-16,2020,2,7,41.87,12.56,60,6.69,0.93,102.7,0,0,0,0,70.3,98.0,77.9,38.7,8.3,18.5,9.5,87.8,45578.0,81.0,100.0
10985,ita,italy,europe,high,2020-02-23,2020,2,8,41.87,12.56,60,6.48,0.13,140.3,0,0,0,0,14.1,27.0,58.9,32.1,1.3,23.7,21.7,86.9,45578.0,77.7,100.0
10986,ita,italy,europe,high,2020-03-01,2020,3,9,41.87,12.56,60,7.23,0.67,105.5,0,0,0,0,72.3,111.0,74.7,38.5,0.0,5.3,13.5,87.9,45647.0,60.6,95.7
10987,ita,italy,europe,high,2020-03-08,2020,3,10,41.87,12.56,60,5.5,-0.39,152.8,0,0,0,0,37.2,56.0,70.5,21.3,5.6,16.9,14.0,86.8,45647.0,69.5,94.9
